material_id,formula_pretty,source_collection,material_status,bucket,channel_quality,cif_path
2dm-1003,BiI3,Vertical_NM_Sample_50_v3,caution-only,moderate-quality,electron_x=caution;hole_x=caution;electron_y=caution;hole_y=weak,材料/moderate-quality/2dm-1003__BiI3.cif
2dm-1004,BN,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=filtered;hole_y=caution,材料/high-quality/2dm-1004__BN.cif
2dm-1008,GeP2,Vertical_NM_Sample_200_v2,caution-only,moderate-quality,electron_x=caution;hole_x=weak;electron_y=weak;hole_y=caution,材料/moderate-quality/2dm-1008__GeP2.cif
2dm-1013,GaBr,Vertical_NM_Sample_100,>=1 filtered channel,high-quality,electron_x=caution;hole_x=filtered;electron_y=weak;hole_y=caution,材料/high-quality/2dm-1013__GaBr.cif
2dm-1029,AlN,Vertical_NM_Sample_100_v1,>=1 filtered channel,high-quality,electron_x=weak;hole_x=filtered;electron_y=weak;hole_y=filtered,材料/high-quality/2dm-1029__AlN.cif
2dm-1033,GaI,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1033__GaI.cif
2dm-104,AlCl,Vertical_NM_Sample_100,caution-only,moderate-quality,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=caution,材料/moderate-quality/2dm-104__AlCl.cif
2dm-1044,InI3,Vertical_NM_Sample_50_v3,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1044__InI3.cif
2dm-1079,GaI3,Vertical_NM_Sample_50_v3,caution-only,moderate-quality,electron_x=weak;hole_x=caution;electron_y=weak;hole_y=weak,材料/moderate-quality/2dm-1079__GaI3.cif
2dm-1082,BBr,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1082__BBr.cif
2dm-1094,AsI3,Vertical_NM_Sample_100_v1,caution-only,moderate-quality,electron_x=weak;hole_x=caution;electron_y=weak;hole_y=weak,材料/moderate-quality/2dm-1094__AsI3.cif
2dm-1099,AlCl,Vertical_NM_Sample_200_v2,caution-only,moderate-quality,electron_x=caution;hole_x=weak;electron_y=weak;hole_y=weak,材料/moderate-quality/2dm-1099__AlCl.cif
2dm-11,SrO2,Vertical_NM_Sample_100,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-11__SrO2.cif
2dm-1106,Ta2O5,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=filtered;hole_y=caution,材料/high-quality/2dm-1106__Ta2O5.cif
2dm-1119,PI3,Vertical_NM_Sample_100_v1,caution-only,moderate-quality,electron_x=weak;hole_x=caution;electron_y=weak;hole_y=weak,材料/moderate-quality/2dm-1119__PI3.cif
2dm-1120,CO,Vertical_NM_Sample_100_v1,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=failed;hole_y=failed,材料/high-quality/2dm-1120__CO.cif
2dm-1124,CdF2,Vertical_NM_Sample_50_v4,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1124__CdF2.cif
2dm-1127,BiCl3,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-1127__BiCl3.cif
2dm-1135,BiBr3,Vertical_NM_Sample_50_v4,>=1 filtered channel,high-quality,electron_x=weak;hole_x=weak;electron_y=filtered;hole_y=caution,材料/high-quality/2dm-1135__BiBr3.cif
2dm-1141,GaN,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-1141__GaN.cif
2dm-1157,InBr3,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=filtered,材料/high-quality/2dm-1157__InBr3.cif
2dm-116,InI,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-116__InI.cif
2dm-117,SiSe,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-117__SiSe.cif
2dm-1183,GaI,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1183__GaI.cif
2dm-1184,AsBr3,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=weak;hole_x=filtered;electron_y=weak;hole_y=caution,材料/high-quality/2dm-1184__AsBr3.cif
2dm-1186,InI,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-1186__InI.cif
2dm-1189,ScCl3,Vertical_NM_Sample_50_v4,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=caution;hole_y=weak,材料/high-quality/2dm-1189__ScCl3.cif
2dm-1195,BCl,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-1195__BCl.cif
2dm-1207,CS,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=caution;hole_x=caution;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-1207__CS.cif
2dm-1226,InI,Vertical_NM_Sample_50_v3,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1226__InI.cif
2dm-1234,AlI3,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1234__AlI3.cif
2dm-125,TbBr3,Vertical_NM_Sample_50_v3,>=1 filtered channel,high-quality,electron_x=caution;hole_x=weak;electron_y=weak;hole_y=filtered,材料/high-quality/2dm-125__TbBr3.cif
2dm-1258,BI3,Vertical_NM_Sample_100_v1,caution-only,moderate-quality,electron_x=weak;hole_x=caution;electron_y=weak;hole_y=weak,材料/moderate-quality/2dm-1258__BI3.cif
2dm-13,SnCl4,Vertical_NM_Sample_100_v1,>=1 filtered channel,high-quality,electron_x=weak;hole_x=filtered;electron_y=weak;hole_y=filtered,材料/high-quality/2dm-13__SnCl4.cif
2dm-136,GeO,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-136__GeO.cif
2dm-138,CdF2,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-138__CdF2.cif
2dm-1416,TlCl,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-1416__TlCl.cif
2dm-1425,HgBr2,Vertical_NM_Sample_50_v4,>=1 filtered channel,high-quality,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=filtered,材料/high-quality/2dm-1425__HgBr2.cif
2dm-1453,SrCl2,Vertical_NM_Sample_50_v4,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1453__SrCl2.cif
2dm-1468,TlCl,Vertical_NM_Sample_100,>=1 filtered channel,high-quality,electron_x=weak;hole_x=filtered;electron_y=weak;hole_y=filtered,材料/high-quality/2dm-1468__TlCl.cif
2dm-1469,SbCl3,Vertical_NM_Sample_200_v2,caution-only,moderate-quality,electron_x=weak;hole_x=caution;electron_y=weak;hole_y=weak,材料/moderate-quality/2dm-1469__SbCl3.cif
2dm-1475,TlCl3,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1475__TlCl3.cif
2dm-150,PbSe,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=weak;hole_x=caution;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-150__PbSe.cif
2dm-1506,TlAs5,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=weak;hole_y=caution,材料/high-quality/2dm-1506__TlAs5.cif
2dm-1539,BiF3,Vertical_NM_Sample_100_v1,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-1539__BiF3.cif
2dm-1540,AlF3,Vertical_NM_Sample_100,>=1 filtered channel,high-quality,electron_x=caution;hole_x=caution;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-1540__AlF3.cif
2dm-1541,BF,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1541__BF.cif
2dm-1546,InF,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-1546__InF.cif
2dm-1551,CdI2,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1551__CdI2.cif
2dm-1558,GaF,Vertical_NM_Sample_other_v5,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-1558__GaF.cif
2dm-1572,HgCl2,Vertical_NM_Sample_50_v3,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1572__HgCl2.cif
2dm-1587,MgI2,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1587__MgI2.cif
2dm-1588,HgCl2,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1588__HgCl2.cif
2dm-1589,TlBr,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-1589__TlBr.cif
2dm-1595,Ga4Se3,Vertical_NM_Sample_200_v2,caution-only,moderate-quality,electron_x=caution;hole_x=weak;electron_y=weak;hole_y=weak,材料/moderate-quality/2dm-1595__Ga4Se3.cif
2dm-1598,TlBr,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1598__TlBr.cif
2dm-1610,AsF3,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-1610__AsF3.cif
2dm-1617,CaCl2,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1617__CaCl2.cif
2dm-1625,GaP5,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1625__GaP5.cif
2dm-1636,InF3,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=weak;hole_x=filtered;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-1636__InF3.cif
2dm-165,ZnBr2,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-165__ZnBr2.cif
2dm-1650,PF3,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=weak;hole_x=weak;electron_y=caution;hole_y=filtered,材料/high-quality/2dm-1650__PF3.cif
2dm-167,Br3N,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-167__Br3N.cif
2dm-1671,YI3,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=caution;electron_y=weak;hole_y=caution,材料/high-quality/2dm-1671__YI3.cif
2dm-1676,In4S3,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=caution;electron_y=weak;hole_y=weak,材料/high-quality/2dm-1676__In4S3.cif
2dm-1679,TlI,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1679__TlI.cif
2dm-1681,BeCl2,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=caution;hole_x=weak;electron_y=caution;hole_y=filtered,材料/high-quality/2dm-1681__BeCl2.cif
2dm-1687,GaF,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=weak;hole_x=weak;electron_y=caution;hole_y=filtered,材料/high-quality/2dm-1687__GaF.cif
2dm-1699,NF3,Vertical_NM_Sample_other_v5,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1699__NF3.cif
2dm-1712,TlCl,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-1712__TlCl.cif
2dm-1719,MgBr2,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=filtered,材料/high-quality/2dm-1719__MgBr2.cif
2dm-1721,SbBr3,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1721__SbBr3.cif
2dm-1723,GaF3,Vertical_NM_Sample_50_v3,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=failed;hole_y=failed,材料/high-quality/2dm-1723__GaF3.cif
2dm-1724,BaCl2,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-1724__BaCl2.cif
2dm-1751,BF3,Vertical_NM_Sample_50_v4,>=1 filtered channel,high-quality,electron_x=caution;hole_x=caution;electron_y=filtered;hole_y=caution,材料/high-quality/2dm-1751__BF3.cif
2dm-1763,SnTe,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=caution;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-1763__SnTe.cif
2dm-1765,ScI3,Vertical_NM_Sample_other_v5,caution-only,moderate-quality,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=caution,材料/moderate-quality/2dm-1765__ScI3.cif
2dm-190,ScBr3,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-190__ScBr3.cif
2dm-196,AlI,Vertical_NM_Sample_100_v1,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-196__AlI.cif
2dm-202,AlBr,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-202__AlBr.cif
2dm-2024,ZrCl4,Vertical_NM_Sample_50_v3,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-2024__ZrCl4.cif
2dm-2035,BaF2,Vertical_NM_Sample_100_v1,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=caution,材料/high-quality/2dm-2035__BaF2.cif
2dm-2042,BaBr2,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-2042__BaBr2.cif
2dm-2046,CaF2,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-2046__CaF2.cif
2dm-2106,NbF5,Vertical_NM_Sample_200_v2,caution-only,moderate-quality,electron_x=weak;hole_x=caution;electron_y=caution;hole_y=caution,材料/moderate-quality/2dm-2106__NbF5.cif
2dm-2132,AlAs,Vertical_NM_Sample_50_v4,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-2132__AlAs.cif
2dm-2156,CdSe,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-2156__CdSe.cif
2dm-2157,N2O3,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=weak;hole_x=filtered;electron_y=weak;hole_y=weak,材料/high-quality/2dm-2157__N2O3.cif
2dm-2177,CaBr2,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-2177__CaBr2.cif
2dm-218,CdCl2,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-218__CdCl2.cif
2dm-2203,ZnS,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-2203__ZnS.cif
2dm-2204,SrBr2,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=caution;hole_x=weak;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-2204__SrBr2.cif
2dm-2216,CaI2,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-2216__CaI2.cif
2dm-2221,PbSe,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-2221__PbSe.cif
2dm-2280,PbS,Vertical_NM_Sample_50_v4,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=caution;electron_y=weak;hole_y=weak,材料/high-quality/2dm-2280__PbS.cif
2dm-2287,BeF2,Vertical_NM_Sample_50_v4,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-2287__BeF2.cif
2dm-2291,HfCl4,Vertical_NM_Sample_other_v5,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=caution;electron_y=filtered;hole_y=caution,材料/high-quality/2dm-2291__HfCl4.cif
2dm-2298,HfF4,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=caution;electron_y=filtered;hole_y=caution,材料/high-quality/2dm-2298__HfF4.cif
2dm-2317,CaCl2,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=caution;hole_x=filtered;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-2317__CaCl2.cif
2dm-2392,CdS,Vertical_NM_Sample_100_v1,caution-only,moderate-quality,electron_x=weak;hole_x=caution;electron_y=weak;hole_y=weak,材料/moderate-quality/2dm-2392__CdS.cif
2dm-2395,As2O3,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=caution;electron_y=caution;hole_y=caution,材料/high-quality/2dm-2395__As2O3.cif
2dm-24,CdBr2,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-24__CdBr2.cif
2dm-2405,BaCl2,Vertical_NM_Sample_100_v1,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-2405__BaCl2.cif
2dm-2426,TiF4,Vertical_NM_Sample_50_v3,>=1 filtered channel,high-quality,electron_x=caution;hole_x=filtered;electron_y=caution;hole_y=filtered,材料/high-quality/2dm-2426__TiF4.cif
2dm-2429,CdTe,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-2429__CdTe.cif
2dm-2440,HgS,Vertical_NM_Sample_100_v1,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-2440__HgS.cif
2dm-2441,SrCl2,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=caution;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-2441__SrCl2.cif
2dm-2454,Bi2O3,Vertical_NM_Sample_200_v2,caution-only,moderate-quality,electron_x=caution;hole_x=weak;electron_y=caution;hole_y=weak,材料/moderate-quality/2dm-2454__Bi2O3.cif
2dm-2464,P2O3,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-2464__P2O3.cif
2dm-2504,Bi2O3,Vertical_NM_Sample_50_2_v7,>=1 filtered channel,high-quality,electron_x=caution;hole_x=filtered;electron_y=caution;hole_y=filtered,材料/high-quality/2dm-2504__Bi2O3.cif
2dm-2505,SrF2,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-2505__SrF2.cif
2dm-2517,As2O3,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=weak;hole_x=filtered;electron_y=weak;hole_y=weak,材料/high-quality/2dm-2517__As2O3.cif
2dm-2538,BeBr2,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=caution;hole_y=filtered,材料/high-quality/2dm-2538__BeBr2.cif
2dm-2547,HfBr4,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=caution;electron_y=filtered;hole_y=caution,材料/high-quality/2dm-2547__HfBr4.cif
2dm-2571,SrI2,Vertical_NM_Sample_200_v2,caution-only,moderate-quality,electron_x=weak;hole_x=weak;electron_y=caution;hole_y=weak,材料/moderate-quality/2dm-2571__SrI2.cif
2dm-2582,GaN,Vertical_NM_Sample_100_v1,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-2582__GaN.cif
2dm-2584,NbF5,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-2584__NbF5.cif
2dm-2590,AlN,Vertical_NM_Sample_100,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=caution;electron_y=filtered;hole_y=caution,材料/high-quality/2dm-2590__AlN.cif
2dm-2591,MgBr2,Vertical_NM_Sample_50_v3,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-2591__MgBr2.cif
2dm-2629,MgI2,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=caution;hole_x=weak;electron_y=caution;hole_y=filtered,材料/high-quality/2dm-2629__MgI2.cif
2dm-265,CaBr2,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-265__CaBr2.cif
2dm-2690,BeCl2,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=caution;hole_y=filtered,材料/high-quality/2dm-2690__BeCl2.cif
2dm-279,SiS,Vertical_NM_Sample_100_v1,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=weak;hole_y=filtered,材料/high-quality/2dm-279__SiS.cif
2dm-291,GaCl,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-291__GaCl.cif
2dm-293,PBr3,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=failed;hole_y=failed,材料/not retained/2dm-293__PBr3.cif
2dm-2942,AlBr,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=weak;hole_x=weak;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-2942__AlBr.cif
2dm-2954,BCl,Vertical_NM_Sample_other_v5,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-2954__BCl.cif
2dm-2959,AlF,Vertical_NM_Sample_100,>=1 filtered channel,high-quality,electron_x=weak;hole_x=filtered;electron_y=weak;hole_y=filtered,材料/high-quality/2dm-2959__AlF.cif
2dm-2973,AlCl,Vertical_NM_Sample_200_v2,caution-only,moderate-quality,electron_x=caution;hole_x=caution;electron_y=caution;hole_y=weak,材料/moderate-quality/2dm-2973__AlCl.cif
2dm-2979,BBr,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-2979__BBr.cif
2dm-2984,BF,Vertical_NM_Sample_200_v2,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-2984__BF.cif
2dm-3034,HfTaNO3,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=weak;hole_x=caution;electron_y=filtered;hole_y=weak,材料/high-quality/2dm-3034__HfTaNO3.cif
2dm-3045,PbS,Vertical_NM_Sample_other_v5,>=1 filtered channel,high-quality,electron_x=weak;hole_x=filtered;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-3045__PbS.cif
2dm-3071,LiH2N,Vertical_NM_Sample_100_v1,no retained channel,not retained,electron_x=weak;hole_x=weak;electron_y=weak;hole_y=weak,材料/not retained/2dm-3071__LiH2N.cif
2dm-3073,PbSe,Vertical_NM_Sample_100,no retained channel,not retained,electron_x=failed;hole_x=failed;electron_y=failed;hole_y=failed,材料/not retained/2dm-3073__PbSe.cif
2dm-3079,CN2,Vertical_NM_Sample_100_v1,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-3079__CN2.cif
2dm-308,As2O5,Vertical_NM_Sample_50_v3,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=caution;hole_y=weak,材料/high-quality/2dm-308__As2O5.cif
2dm-3107,Cu2WSe4,Vertical_NM_Sample_100_v1,>=1 filtered channel,high-quality,electron_x=caution;hole_x=filtered;electron_y=caution;hole_y=filtered,材料/high-quality/2dm-3107__Cu2WSe4.cif
2dm-3142,ScF3,Vertical_NM_Sample_50_2_v7,caution-only,moderate-quality,electron_x=caution;hole_x=caution;electron_y=caution;hole_y=caution,材料/moderate-quality/2dm-3142__ScF3.cif
2dm-3164,TeO2,Vertical_NM_Sample_100,caution-only,moderate-quality,electron_x=weak;hole_x=caution;electron_y=weak;hole_y=caution,材料/moderate-quality/2dm-3164__TeO2.cif
2dm-3176,TePb,Vertical_NM_Sample_100_v1,caution-only,moderate-quality,electron_x=weak;hole_x=caution;electron_y=caution;hole_y=weak,材料/moderate-quality/2dm-3176__TePb.cif
2dm-321,NdF3,Vertical_NM_Sample_200_v2,>=1 filtered channel,high-quality,electron_x=weak;hole_x=filtered;electron_y=weak;hole_y=weak,材料/high-quality/2dm-321__NdF3.cif
2dm-3210,PbS,Vertical_NM_Sample_50_2_v7,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=weak;electron_y=weak;hole_y=weak,材料/high-quality/2dm-3210__PbS.cif
2dm-3215,NaI,Vertical_NM_Sample_50_v3,>=1 filtered channel,high-quality,electron_x=filtered;hole_x=filtered;electron_y=filtered;hole_y=filtered,材料/high-quality/2dm-3215__NaI.cif
